train_number,train_name,from_station_code,departure,to_station_code,arrival,distance,duration_hours,duration_minutes,sleeper,chair_car,first_class,first_ac,second_ac,third_ac,return_train,train_type,total_seats
1101,Mumbai_ltt_gwalior_(weekly)_special,LTT,15:50:00,GWL,15:35:00,1216,23,45,1,0,0,0,0,1,1102,DEMU,303
1102,Gwalior_mumbai_ltt_(weekly)_special,GWL,15:00:00,LTT,12:05:00,1216,21,5,1,0,0,0,0,1,1101,DEMU,448
1493,Hubli_bijapur_special,UBL,17:15:00,BJP,23:10:00,249,5,55,1,0,0,0,0,0,1494,DEMU,420
1494,Bijapur_hubli_special,BJP,0:05:00,UBL,6:10:00,249,6,5,1,0,0,0,0,0,1493,DEMU,363
2081,Jaipur_luharu_special,JP,18:25:00,LHU,1:00:00,229,6,35,0,0,0,0,0,0,2082,SF,415
2082,Loharu_jaipur_passenger_spl_(mg),LHU,2:40:00,JP,9:35:00,229,6,55,0,0,0,0,0,0,2083,PASS,345
2083,Jaipur_loharu_mg_passenger_special,JP,23:30:00,LHU,6:10:00,229,6,40,0,0,0,0,0,0,2084,PASS,464
2084,Loharu_jaipur_passenger_spl_(mg),LHU,23:10:00,JP,5:45:00,230,6,35,0,0,0,0,0,0,2083,PASS,411
2085,Jaipur_churu_passenger_spl_(mg),JP,16:55:00,CUR,22:15:00,198,5,20,0,0,0,0,0,0,2086,PASS,469
2086,Churu_jaipur_passenger_spl_(mg),CUR,5:15:00,JP,11:05:00,198,5,50,0,0,0,0,0,0,2085,SF,438
2087,Jaipur_churu_passenger_spl_(mg),JP,20:30:00,CUR,3:45:00,198,7,15,0,0,0,0,0,0,2086,EXP,495
2088,Churu_jaipur_passenger_spl_(mg),CUR,3:05:00,JP,8:15:00,198,5,10,0,0,0,0,0,0,2087,EXP,312
2089,Sikar_churu_passenger_spl_(mg),SIKR,11:05:00,CUR,13:35:00,90,2,30,0,0,0,0,0,0,2090,EXP,459
2090,Sikar_churu_passenger_spl_(mg),CUR,14:00:00,SIKR,16:05:00,90,2,5,0,0,0,0,0,0,2089,EXP,404
2093,Jaipur_loharu_passenger,JP,7:45:00,LHU,14:40:00,229,6,55,0,0,0,0,0,0,2094,EXP,324
2094,Loharu_jaipur_passenger_spl_(mg),LHU,12:40:00,JP,19:30:00,230,6,50,0,0,0,0,0,0,2093,EXP,453
2411,Ratangarh_sardarshahar_passenger,RTGH,11:30:00,SRDR,13:10:00,46,1,40,0,0,0,0,0,0,2412,EXP,388
2412,Sardarshahr_ratangarh_passenger_special,SRDR,13:40:00,RTGH,15:20:00,46,1,40,0,0,0,0,0,0,2411,MAIL,317
2413,Sadulpur_shri_ganganagar_passenger_special,SDLP,2:30:00,SGNR,8:15:00,246,5,45,0,0,0,0,0,0,2414,EXP,479
2414,Sri_ganganagar_sadulpur_passenger_holiday_special,SGNR,20:05:00,SDLP,1:40:00,246,5,35,0,0,0,0,0,0,2413,EXP,382
2423,Dibrugarh_guwahati_rajdhani_express,DBRT,20:15:00,GHY,6:15:00,564,10,0,0,0,0,0,0,1,2424,EXP,485
2424,Guwahati_dibrugarh_rajdhani_express,GHY,18:05:00,DBRT,5:00:00,564,10,55,0,0,0,0,0,1,2423,EXP,470
2435,Dibrugarh_guwahati_rajdhani_express,DBRT,19:00:00,GHY,5:05:00,564,10,5,0,0,0,0,0,1,2436,EXP,315
2436,Guwahati_dibrugarh_rajdhani_express,GHY,19:45:00,DBRT,6:25:00,564,10,40,0,0,0,0,0,1,2435,EXP,457
2451,Kalka_shimla_holiday_special,KLK,7:00:00,SML,12:10:00,95,5,10,0,0,0,0,0,0,2452,EXP,338
2452,Shimla_kalka_holiday_special,SML,15:50:00,KLK,21:10:00,96,5,20,0,0,0,0,0,0,2451,EXP,339
2453,Kalka_shimla_holiday_special,KLK,12:45:00,SML,18:10:00,95,5,25,0,0,0,0,0,0,2452,EXP,379
2454,Shimla_kalka_holiday_special,SML,9:25:00,KLK,15:20:00,96,5,55,0,0,0,0,0,0,2453,EXP,354
2779,Vasco_da_gama_bangalore_link_express,VSG,15:10:00,SBC,7:35:00,705,16,25,1,0,0,0,0,1,,EXP,443
3283,Rajendra_nagar_tatanagar_special,RJPB,23:15:00,TATA,10:05:00,496,10,50,1,0,0,0,1,1,3284,EXP,488
3284,Tatanagar_rajendra_nagar_special,TATA,11:00:00,RJPB,22:00:00,496,11,0,1,0,0,0,1,1,3283,EXP,447
3686,Delhi_gaya_s,DLI,19:10:00,GAYA,9:45:00,972,14,35,1,0,0,0,1,1,3685,EXP,393
4011,Sainagar_shirdi_h._nizamuddin_(weekly)_special,SNSI,10:00:00,NZM,12:55:00,1361,26,55,1,0,0,0,1,1,4012,EXP,441
4012,H._nizamuddin_sainagar_shirdi_(weekly)_special,NZM,0:20:00,SNSI,22:15:00,1360,21,55,1,0,0,0,1,1,4011,EXP,373
4031,Delhi_panipat_special,DLI,5:30:00,PNP,8:20:00,89,2,50,1,0,0,0,1,1,4032,EXP,494
4032,Panipat_delhi_special,PNP,18:30:00,DLI,21:00:00,89,2,30,1,0,0,0,1,1,4031,EXP,322
4053,Anand_vihar_t._jammu_tawi_special,ANVT,23:15:00,JAT,11:50:00,633,12,35,1,0,0,0,0,0,4054,EXP,436
4054,Jammu_tawi_anand_vihar_special,JAT,17:30:00,ANVT,5:40:00,633,12,10,1,0,0,0,0,0,4053,EXP,480
4115,Allahabad_mumbai_ltt_(weekly)_special,ALD,10:20:00,LTT,14:35:00,1533,28,15,1,0,0,0,0,1,4116,EXP,417
4116,Mumbai_ltt_allahabad_special,LTT,15:50:00,ALD,21:50:00,1533,30,0,1,0,0,0,0,1,4115,EXP,395
4201,Lucknow_new_delhi_special,LKO,22:45:00,NDLS,8:20:00,493,9,35,1,0,0,0,1,1,4202,EXP,457
4202,New_delhi_lucknow_tri_weekly_special,NDLS,23:55:00,LKO,9:45:00,493,9,50,1,0,0,0,1,1,4201,EXP,335
4203,Varanasi_old_delhi_special,BSB,20:00:00,DLI,10:10:00,770,14,10,1,0,0,0,1,1,4204,EXP,477
4204,Delhi_jn._varanasi_special,DLI,19:30:00,BSB,10:45:00,770,15,15,1,0,0,0,1,1,4203,EXP,364
4601,Jammu_tawi_udhampur_special,JAT,10:40:00,UHP,12:15:00,53,1,35,0,0,0,0,0,0,4602,EXP,481
4602,Udhampur_jammutawi_dmu,UHP,6:45:00,JAT,8:35:00,53,1,50,0,0,0,0,0,0,4601,EXP,330
4603,Jat_udahmpur_dmu,JAT,16:15:00,UHP,17:50:00,53,1,35,0,0,0,0,0,0,4604,PASS,423
4604,Udhampur_jammutawi_dmu,UHP,18:20:00,JAT,19:50:00,53,1,30,0,0,0,0,0,0,4603,PASS,373
4727,Bikaner_mumbai_bandrat_sf_special,BKN,15:00:00,BDTS,12:55:00,1212,21,55,1,0,0,0,1,1,4728,PASS,478
4728,Mumbai_bandrat_bikaner_sf_special,BDTS,14:35:00,BKN,12:30:00,1212,21,55,1,0,0,0,1,1,4727,PASS,491
4741,Sirsa_hisar_passenger_special,SSA,22:50:00,HSR,0:25:00,82,1,35,0,0,0,0,0,0,4742,EXP,327
4742,Hisar_sirsa_passenger_special,HSR,4:20:00,SSA,6:10:00,82,1,50,0,0,0,0,0,0,4741,EXP,410
4853,Rewari_degana_merta_special,DNA,22:30:00,MTD,23:45:00,44,1,15,0,0,0,0,0,0,4854,JSHTB,316
4854,Degana_merta_special,MTD,3:40:00,DNA,4:40:00,44,1,0,0,0,0,0,0,0,4853,JSHTB,464
4857,Pipar_road_jodhpur_passenger_special,PPR,6:50:00,JU,8:30:00,46,1,40,0,0,0,0,0,0,4858,SF,444
4858,Jodhpur_pipar_road_passenger_special,JU,18:30:00,PPR,19:28:00,46,0,58,0,0,0,0,0,0,4857,EXP,361
5305,Farrukhabad_kanpuranwarganj_passenger,FBD,11:00:00,CPA,14:25:00,138,3,25,0,0,0,0,0,0,5306,EXP,429
5306,Kanpuranwarganj_farrukhabad_special,CPA,14:55:00,FBD,18:20:00,138,3,25,0,0,0,0,0,0,5305,SF,336
5649,Mumbai_ltt_kamakhya_(weekly)_special,LTT,15:50:00,KYQ,21:55:00,2665,54,5,1,0,0,0,0,1,5650,SF,396
5650,Kamakhya_mumbai_ltt_(weekly)_special,KYQ,15:50:00,LTT,22:45:00,2613,54,55,1,0,0,0,0,1,5649,SF,463
5697,Hill_queen_express,LMG,9:45:00,LFG,13:30:00,104,3,45,0,1,0,0,0,0,5698,SF,438
5698,Hill_queen_express,LFG,13:45:00,LMG,17:30:00,104,3,45,0,1,0,0,0,0,5697,SF,310
6001,Chennai_central_kollam_sf_special,MAS,15:15:00,QLN,5:45:00,858,14,30,1,0,0,0,1,1,6002,SF,405
6002,Kollam_chennai_central_sf_special,QLN,11:30:00,MAS,3:40:00,858,16,10,1,0,0,0,1,1,6001,EXP,366
6003,Chennai_central_kollam_special,MAS,20:45:00,QLN,11:30:00,857,14,45,1,0,0,0,1,1,6002,EXP,399
6004,Kollam_chennai_central_special,QLN,17:50:00,MAS,10:45:00,857,16,55,1,0,0,0,1,1,6005,PASS,460
6005,Chennai_central_kollam_sf_special,MAS,20:45:00,QLN,11:30:00,857,14,45,1,0,0,0,1,1,6006,PASS,410
6006,Kollam_chennai_central_sf_special,QLN,17:50:00,MAS,10:45:00,857,16,55,1,0,0,0,1,1,6007,EXP,421
6007,Chennai_central_kollam_sf_special,MAS,15:15:00,QLN,6:45:00,858,15,30,1,0,0,0,1,1,6008,EXP,391
6008,Kollamchennai_central_sf_special,QLN,11:30:00,MAS,3:40:00,858,16,10,1,0,0,0,1,1,6007,EXP,383
6009,Chennai_centralkollam_sf_special,MAS,23:30:00,QLN,15:30:00,858,16,0,1,0,0,0,1,1,6008,GR,440
6010,Kollamchennai_central_sf_special,QLN,21:10:00,MAS,12:40:00,858,15,30,1,0,0,0,1,1,6009,GR,362
6011,Chennai_central_kollam_(weekly)_sf_special,MAS,15:15:00,QLN,5:45:00,858,14,30,1,0,0,0,1,1,6010,EXP,482
6012,Kollam_chennai_central_(weekly)_sf_special,QLN,11:30:00,MAS,3:40:00,858,16,10,1,0,0,0,1,1,6011,EXP,339
6201,Mysore_sainagar_shirdi_special,MYS,5:30:00,SNSI,11:30:00,1304,30,0,1,0,0,0,1,1,6202,PASS,409
6202,Sainagar_shirdi_mysore_special,SNSI,23:55:00,MYS,7:10:00,1304,31,15,1,0,0,0,1,1,6201,PASS,458
6215,Mysore_nanjangud_town_passenger,MYS,16:10:00,NTW,17:05:00,25,0,55,0,0,0,0,0,0,6216,PASS,470
6216,Nanjangud_town_mysore_passenger,NTW,17:30:00,MYS,18:20:00,25,0,50,0,0,0,0,0,0,6215,PASS,327
6228,Shimoga_mysore_express,SMET,22:10:00,MYS,7:00:00,276,8,50,1,0,0,0,0,0,,PASS,325
6301,Nagercoil_mangalore_special,NCJ,16:50:00,MAJN,10:30:00,711,17,40,1,0,0,0,1,1,6302,EXP,486
6302,Mangalore_nagercoil_special,MAJN,16:15:00,NCJ,7:50:00,711,15,35,1,0,0,0,1,1,6301,EXP,328
6346,Palghat_town_pollachi_passenger_spl,PGTN,17:00:00,POY,4:40:00,638,11,40,1,0,0,0,1,1,6345,SF,490
6501,Yesvantpur_ahmedabad_garib_rath_special,YPR,5:20:00,ADI,16:10:00,1719,34,50,0,0,0,0,0,1,6502,SF,334
6502,Ahmedabad_yesvantpur_garib_rath_special,ADI,20:15:00,YPR,11:25:00,1719,39,10,0,0,0,0,0,1,6501,PASS,306
6535,Bijapur_express,YPR,19:45:00,BJP,11:00:00,712,15,15,1,0,0,1,1,1,6536,PASS,300
6536,Bijapur_yesvantpur_special,BJP,17:40:00,YPR,9:15:00,712,15,35,1,0,0,1,1,1,6535,PASS,304
6591,Yesvantpur_hosur_passenger_special,YPR,6:20:00,HSRA,7:55:00,67,1,35,0,0,0,0,0,0,6592,PASS,308
6592,Hosur_yesvantpur_passenger,HSRA,8:10:00,YPR,9:50:00,67,1,40,0,0,0,0,0,0,6593,EXP,417
6593,Yesvantpur_hosur_passenger_special,YPR,15:35:00,HSRA,17:05:00,67,1,30,0,0,0,0,0,0,6594,EXP,442
6594,Hosur_yesvantpur_passenger_special,HSRA,17:45:00,YPR,19:20:00,67,1,35,0,0,0,0,0,0,6593,EXP,403
6595,Yesvantpur_devanhalli_special,YPR,10:40:00,DHL,11:45:00,36,1,5,0,0,0,0,0,0,6596,EXP,493
6596,Devanahalli_yesvantpur_special,DHL,13:15:00,YPR,14:25:00,36,1,10,0,0,0,0,0,0,6595,MEMU,311
6617,Coimbatore_nagercoil_special,CBE,20:20:00,NCJ,6:40:00,497,10,20,1,0,0,0,1,1,6618,PASS,449
6618,Nagercoil_coimbatore_special,NCJ,20:15:00,CBE,8:00:00,497,11,45,1,0,0,0,1,1,6617,PASS,300
6621,Coimbatore_yesvantpur_sf_special,CBE,6:00:00,YPR,13:20:00,440,7,20,0,1,0,0,0,0,6622,,417
6622,Yesvantpur_coimbatore_sf_special,YPR,14:15:00,CBE,21:40:00,440,7,25,0,1,0,0,0,0,6621,EXP,381
6837,Karaikkudi_manamadurai_passenger,KKDI,18:30:00,MNM,19:50:00,61,1,20,0,0,0,0,0,0,6838,EXP,384
6838,Manamadurai_karaikkudi_passenger,MNM,7:55:00,KKDI,9:15:00,61,1,20,0,0,0,0,0,0,6837,PASS,364
6839,Tiruchirappalli_karaikkudi_passenger_special,TPJ,15:55:00,KKDI,18:15:00,90,2,20,0,0,0,0,0,0,6840,PASS,385
6840,Karaikkudi_tiruchirappalli_passenger_special,KKDI,9:40:00,TPJ,12:05:00,90,2,25,0,0,0,0,0,0,6839,PASS,316
6948,Hubli_jn_vasco_da_gama_link_express,UBL,23:00:00,VSG,6:30:00,236,7,30,1,0,0,0,0,1,,PASS,423
7003,Hyderabad_korba_special,HYB,10:45:00,KRBA,5:45:00,996,19,0,1,0,0,0,1,1,7004,PASS,415
7004,Korba_hyderabad_special,KRBA,8:00:00,HYB,4:45:00,999,20,45,1,0,0,0,1,1,7003,EXP,446
7105,Ajmer_hyderabad_special,AII,22:45:00,HYB,14:00:00,2033,39,15,1,0,0,0,1,1,7106,EXP,352
7106,Hyderabad_ajmer_weekly_special,HYB,21:35:00,AII,14:30:00,2034,40,55,1,0,0,0,1,1,7105,EXP,323
7143,Hyderabad_c.shahu_maharaj_t._kolhapur_special,HYB,23:10:00,KOP,22:45:00,998,23,35,1,0,0,0,1,1,7144,EXP,316
7144,Shahu_maharaj_t._kolhapur_hyderabad_special,KOP,7:30:00,HYB,6:45:00,998,23,15,1,0,0,0,1,1,7143,EXP,348
7301,Mysore_shimoga_express,MYS,22:15:00,SMET,6:10:00,276,7,55,1,0,0,0,0,0,,MEMU,354
7403,Adilabad_nanded_special,ADB,7:30:00,NED,12:15:00,185,4,45,0,0,0,0,0,0,7404,MEMU,362
7404,Nanded_adilabad_special,NED,15:00:00,ADB,19:30:00,185,4,30,0,0,0,0,0,0,7403,EXP,326
7603,Kacheguda_kamareddi_special,KCG,9:10:00,KMC,12:30:00,114,3,20,0,0,0,0,0,0,7604,MEMU,447
7604,Kamareddi_kacheguda_special,KMC,15:40:00,KCG,19:15:00,114,3,35,0,0,0,0,0,0,7603,MEMU,476
7605,Kamareddi_nizamabad_passenger_special,KMC,12:45:00,NZB,13:40:00,52,0,55,0,0,0,0,0,0,7606,SF,322
7606,Nizamabad_kamareddi_special,NZB,14:20:00,KMC,15:15:00,52,0,55,0,0,0,0,0,0,7605,PASS,469
7607,Secunderabad_mancherial_special,SC,5:30:00,MCI,9:35:00,239,4,5,0,0,0,0,0,0,7608,PASS,414
7608,Mancherial_secunderabad_special,MCI,10:30:00,SC,14:30:00,239,4,0,0,0,0,0,0,0,7607,GR,357
8001,Kharagpur_jhargram_express_special,KGP,10:10:00,JGM,10:45:00,39,0,35,0,1,0,0,0,0,8002,GR,427
8002,Jhargram_kharagpur_special,JGM,18:25:00,KGP,19:20:00,39,0,55,0,1,0,0,0,0,8001,EXP,364
8004,Mysore_howrah_special,MYS,0:30:00,HWH,14:50:00,2111,38,20,1,0,0,0,1,1,8003,EXP,331
8017,Kharagpur_jhargram_memu_special,KGP,5:10:00,JGM,6:00:00,38,0,50,0,0,0,0,0,0,8018,EXP,429
8018,Jhargram_kharagpur_memu_special,JGM,22:10:00,KGP,23:05:00,38,0,55,0,0,0,0,0,0,8017,EXP,427
8043,Kolkata_shalimar_haridwar_puja_special,SHM,17:20:00,HW,23:05:00,1595,29,45,1,0,0,0,1,1,8044,EXP,485
8051,Kharagpur_jhargram_memu_special,KGP,6:07:00,JGM,6:45:00,38,0,38,0,0,0,0,0,0,8052,EXP,460
8052,Jhargram_kharagpur_memu_special,JGM,18:00:00,KGP,18:40:00,38,0,40,0,0,0,0,0,0,8051,EXP,346
8055,Shalimar_tirupati_special,SHM,15:50:00,TPTY,18:00:00,1616,26,10,1,0,0,0,1,1,8056,PASS,480
8056,Tirupati_kolkata_shalimar_special,TPTY,19:45:00,SHM,23:00:00,1616,27,15,1,0,0,0,1,1,8055,PASS,429
8060,Howrah_mumbai_ltt_sf_special,HWH,14:35:00,LTT,23:15:00,1952,32,40,1,0,0,0,1,1,8059,PASS,424
8113,Tatanagar_bilaspur_passenger,TATA,16:30:00,BSP,6:45:00,470,14,15,0,0,0,0,0,0,8114,SF,328
8114,Bilaspur_tatanagar_passenger,BSP,18:50:00,TATA,12:30:00,470,17,40,0,0,0,0,0,0,8113,SF,449
8469,Puri_bangalore_weekly_garib_rath_special,PURI,14:30:00,SBC,22:45:00,1529,32,15,0,0,0,0,0,1,8470,EXP,346
8470,Bangalore_puri_garib_rath_special,SBC,23:55:00,PURI,5:50:00,1529,29,55,0,0,0,0,0,1,8469,EXP,416
8471,Bhubaneswar_tirupati_weekly_special,BBS,11:45:00,TPTY,9:45:00,1205,22,0,1,0,0,0,1,1,8472,EXP,460
8472,Tirupati_bhubaneswar_weekly_special,TPTY,14:00:00,BBS,14:00:00,1205,24,0,1,0,0,0,1,1,8471,EXP,362
8565,Visakhapatnam_secunderabad_special,VSKP,19:40:00,SC,9:00:00,701,13,20,1,0,0,0,1,1,8566,EXP,411
8566,Secunderabad_vishakaptnam_special,SC,21:30:00,VSKP,10:15:00,701,12,45,1,0,0,0,1,1,8565,EXP,404
8567,Visakhapatnam_sainagar_shirdi_special,VSKP,5:30:00,SNSI,11:00:00,1403,29,30,1,0,0,0,1,1,8568,JSHTB,495
8568,Shirdi_visakhapatnam_weekly_special,SNSI,18:20:00,VSKP,22:45:00,1405,28,25,1,0,0,0,1,1,8567,EXP,441
8569,Visakhapatnam_kollam_sabarimalai_special,VSKP,9:00:00,QLN,15:30:00,1568,30,30,1,0,0,0,1,1,,EXP,392
8785,Durg_dalli_rajhara_pass,DURG,15:30:00,DRZ,17:35:00,88,2,5,0,0,0,0,0,0,8786,MEMU,378
8786,Dalli_rajhara_durg_pass,DRZ,18:05:00,DURG,20:10:00,88,2,5,0,0,0,0,0,0,8785,PASS,313
8787,Raipur_durg_special,R,9:20:00,DURG,10:20:00,37,1,0,0,0,0,0,0,0,8788,PASS,337
8788,Durg_raipur_special,DURG,8:05:00,R,9:05:00,37,1,0,0,0,0,0,0,0,8787,EXP,472
9001,Mumbai_central_ahmedabad_sf_special,BCT,22:50:00,ADI,6:55:00,491,8,5,1,0,0,0,1,1,9002,EXP,417
9002,Ahmedabad_mumbai_central_superfast_special,ADI,21:40:00,BCT,5:45:00,491,8,5,1,0,0,0,1,1,9001,EXP,483
9021,Bandra_terminus_jammu_tawi_ac_suvidha_special_(starts_4_april),BDTS,16:55:00,JAT,1:40:00,1955,32,45,1,0,0,1,1,1,9022,EXP,383
9022,Jammu_tawi_bandra_terminus_ac_suvidha_special_(starts_5_april),JAT,9:30:00,BDTS,17:50:00,1957,32,20,1,0,0,1,1,1,9021,EXP,470
9051,Valsad_varanasi_weekly_special,BL,19:40:00,BSB,1:10:00,1467,29,30,1,0,0,0,1,1,9052,SF,474
9221,Porbandar_secunderabad_weekly_special,PBR,23:50:00,SC,10:30:00,1694,34,40,1,0,0,0,1,1,9222,SF,310
9222,Secunderabad_porbandar_weekly_special,SC,14:50:00,PBR,1:30:00,1683,34,40,1,0,0,0,1,1,9221,EXP,488
9405,Ahmedabad_yesvantpur_(weekly)_special,ADI,19:30:00,YPR,4:00:00,1556,32,30,1,0,0,0,0,1,9406,EXP,370
9406,Yeshwantpur_ahmedabad_special,YPR,5:50:00,ADI,15:10:00,1581,33,20,1,0,0,0,1,1,9405,SF,368
9561,Bandra_terminus_okha_weekly_special,BDTS,23:55:00,OKHA,20:15:00,980,20,20,1,0,0,0,1,0,9562,SF,407
9562,Okha_bandra_terminus_weekly_special,OKHA,11:25:00,BDTS,5:35:00,980,18,10,1,0,0,0,1,0,9561,EXP,338
9621,Ajmer_jaipur_sf_special,AII,11:45:00,JP,13:40:00,135,1,55,0,1,0,0,0,0,9622,EXP,386
9622,Jaipur_ajmer_sf_special,JP,14:15:00,AII,16:10:00,135,1,55,0,1,0,0,0,0,9621,EXP,454
9715,Jaipur_solapur_(weekly)_special,JP,12:55:00,SUR,2:35:00,1744,37,40,1,0,0,0,1,1,9716,EXP,327
9716,Solapur_jaipur_special,SUR,6:45:00,JP,18:30:00,1744,35,45,1,0,0,0,1,1,9715,EXP,469
9721,Jaipur_delhi_sarai_rohilla_sf_special,JP,6:00:00,DEE,10:30:00,303,4,30,0,1,0,0,1,1,9722,EXP,418
9722,Delhi_sarai_rohilla_jaipur_sf_special,DEE,17:35:00,JP,22:05:00,303,4,30,0,1,0,0,1,1,9721,PASS,386
9723,Sabarmati_jaipur_sf_holiday_special,SBI,9:30:00,JP,20:15:00,620,10,45,1,0,0,0,1,1,9724,PASS,452
9724,Jaipur_sabarmati_sf_holiday_spl,JP,21:30:00,SBI,8:20:00,620,10,50,1,0,0,0,1,1,9723,PASS,494
9727,Indore_jaipur_special,INDB,22:30:00,JP,8:00:00,599,9,30,1,0,0,0,1,1,9728,PASS,345
9728,Jaipur_indore_special,JP,20:40:00,INDB,6:35:00,599,9,55,1,0,0,0,1,1,9727,PASS,388
9733,Hanumangarh_kota_special,HMH,18:25:00,KOTA,9:30:00,852,15,5,1,0,1,0,1,1,9734,PASS,301
9734,Kota_hanumangarh_special,KOTA,16:40:00,HMH,8:45:00,852,16,5,1,0,1,0,1,1,9733,EXP,326
9735,Secunderabad_jaipur_special,SC,23:25:00,JP,5:55:00,1666,30,30,1,0,0,1,1,1,9736,EXP,356
9736,Jaipur_secunderabad_(weekly)_special,JP,21:10:00,SC,3:55:00,1669,30,45,1,0,0,1,1,1,9735,EXP,361
9741,Rewari_delhi_sarai_rohilla_(daily)_special,RE,14:10:00,DEE,15:40:00,78,1,30,0,1,0,0,1,1,9742,EXP,331
9742,Delhi_sarai_rohilla_rewari_(daily)_special,DEE,11:00:00,RE,12:30:00,78,1,30,0,1,0,0,1,1,9741,EXP,328
9761,Surathgarh_anupgarh_passenger,APH,7:00:00,SOG,8:35:00,78,1,35,0,0,0,0,0,0,9762,EXP,401
9762,Suratgarh_anupgarh_passenger_special,SOG,18:45:00,APH,20:20:00,76,1,35,0,0,0,0,0,0,9763,EXP,308
9763,Surathgarh_anupgarh_passenger,APH,20:40:00,SOG,22:15:00,78,1,35,0,0,0,0,0,0,9764,EXP,389
9764,Suratgarh_anupgarh_passenger_special,SOG,5:00:00,APH,6:40:00,78,1,40,0,0,0,0,0,0,9763,EXP,469
9765,Phulera_rewari_passenger_special,FL,11:25:00,RE,16:30:00,216,5,5,0,0,0,0,0,0,9766,EXP,463
9766,Rewari_phulera_passenger_special,RE,9:10:00,FL,14:15:00,216,5,5,0,0,0,0,0,0,9765,EXP,455
10001,Satpura_express,BTC,12:45:00,JBP,19:35:00,187,6,50,0,0,1,0,0,0,10002,EXP,455
10002,Satpura_express,JBP,5:30:00,BTC,12:10:00,187,6,40,0,0,1,0,0,0,10001,EXP,394
10103,Mumbai_cst_madgaon_mandovi_exp,CSTM,6:55:00,MAO,18:45:00,765,11,50,1,0,0,1,1,1,10104,EXP,451
10104,Madgaon_mumbai_cst_mandovi_exp,MAO,9:30:00,CSTM,21:30:00,765,12,0,1,0,0,1,1,1,10103,EXP,475
10111,Mumbai_cst_madgaon_konkan_knaya_exp,CSTM,23:05:00,MAO,10:45:00,765,11,40,1,0,0,1,1,1,10112,EXP,437
10112,Madgaon_mumbai_cst_konkan_knaya_exp,MAO,18:00:00,CSTM,5:50:00,765,11,50,1,0,0,1,1,1,10111,EXP,322
10215,Madgaon_ernakulam_weekly_super_fast_express,MAO,21:30:00,ERS,10:55:00,850,13,25,1,0,0,1,1,1,10216,EXP,300
10216,Ernakulam_madgaon_weekly_sf_express,ERS,14:35:00,MAO,4:00:00,850,13,25,1,0,0,1,1,1,10215,EXP,500
11003,Dadar_sawantwadi_rd_rajya_rani_exp,DR,23:55:00,SWV,10:55:00,646,11,0,1,0,0,0,1,1,11004,MEMU,348
11004,Sawantwadi_rd_dadar_rajya_rani_exp,SWV,18:10:00,DR,6:30:00,646,12,20,1,0,0,0,1,1,11003,PASS,329
11007,Deccan_express,CSTM,7:10:00,PUNE,11:10:00,192,4,0,0,1,0,0,0,0,11008,PASS,433
11008,Deccan_express,PUNE,15:30:00,CSTM,19:40:00,192,4,10,0,1,0,0,0,0,11007,PASS,353
11009,Sinhagad_express,CSTM,14:30:00,PUNE,18:40:00,192,4,10,0,1,0,0,0,0,11008,PASS,478
11010,Sinhagad_express,PUNE,6:05:00,CSTM,9:55:00,192,3,50,0,1,0,0,0,0,11009,PASS,454
11011,Mahalaxmi_express,CSTM,20:23:00,KOP,7:20:00,518,10,57,1,0,0,1,1,1,11012,PASS,370
11012,Mahalaxmi_express,KOP,20:30:00,CSTM,7:25:00,518,10,55,1,0,0,1,1,1,11011,PASS,484
11013,Mumbai_ltt_coimbatore_express,LTT,22:35:00,CBE,6:30:00,1518,31,55,1,0,0,1,1,1,11014,PASS,408
11014,Coimbatore_mumbai_ltt_express,CBE,8:00:00,LTT,14:30:00,1518,30,30,1,0,0,1,1,1,11013,PASS,359
11015,Kushinagar_express,LTT,22:45:00,GKP,7:25:00,1680,32,40,1,0,0,0,1,1,11016,PASS,475
11016,Kushinagar_express,GKP,19:05:00,LTT,4:20:00,1680,33,15,1,0,0,0,1,1,11015,PASS,389
11017,Chalukya_express,DR,21:30:00,YPR,21:55:00,1205,24,25,1,0,0,0,1,1,11018,PASS,499
11018,Chalukya_express,YPR,6:30:00,DR,5:50:00,1205,23,20,1,0,0,0,1,1,11017,PASS,442
11019,Konark_express,CSTM,15:10:00,BBS,4:25:00,1932,37,15,1,0,0,0,1,1,11020,PASS,393
11020,Konark_express,BBS,15:20:00,CSTM,3:55:00,1932,36,35,1,0,0,0,1,1,11019,PASS,373
11023,Sahyadri_express,CSTM,17:50:00,KOP,6:05:00,518,12,15,1,0,0,0,1,1,11024,PASS,352
11024,Sahyadri_express,KOP,22:50:00,CSTM,11:55:00,518,13,5,1,0,0,0,1,1,11023,RAJ,361
11025,Manmad_pune_express(via_nasik),MMR,4:30:00,PUNE,12:05:00,364,7,35,0,1,0,0,0,0,11026,RAJ,438
11026,Pune_manmad_express,PUNE,12:50:00,MMR,21:30:00,364,8,40,0,1,0,0,0,0,11025,RAJ,352
11027,Mumbai_cst_chennai_mail,CSTM,23:45:00,MAS,4:55:00,1283,29,10,1,0,0,0,1,1,11028,RAJ,364
11028,Chennai_mumbai_cst_mail,MAS,22:50:00,CSTM,3:45:00,1283,28,55,1,0,0,0,1,1,11027,PASS,406
11029,Koyna_express,CSTM,8:40:00,KOP,20:25:00,518,11,45,0,1,0,0,0,0,11030,PASS,432
