train_number,train_name,from_station_code,departure,to_station_code,arrival,distance,duration_hours,duration_minutes,sleeper,chair_car,first_class,first_ac,second_ac,third_ac,return_train,train_type,total_seats
12280,H.nizamuddin_jhansi_taj_express,NZM,7:10:00,JHS,13:40:00,403,6,30,0,1,0,0,0,0,12279,RAJ,439
12281,Bhubaneswar_new_delhi_duronto,BBS,8:10:00,NDLS,6:05:00,1724,21,55,1,0,0,1,1,1,12282,SF,408
12282,New_delhi_bhubaneswar_duronto_express,NDLS,13:00:00,BBS,11:05:00,1724,22,5,1,0,0,1,1,1,12281,SF,486
12283,Ernakulam_delhi_h_nizamuddin_duronto_exp,ERS,23:30:00,NZM,19:30:00,2943,44,0,1,0,0,1,1,1,12284,SF,490
12284,Delhi_h_nizamuddin_ernakulam_duronto_exp,NZM,21:35:00,ERS,15:30:00,2943,41,55,1,0,0,1,1,1,12283,SF,347
12285,Secunderabad_hazrat_nizamuddin_duronto_express,SC,13:30:00,NZM,10:35:00,1660,21,5,1,0,0,1,1,1,12286,SF,447
12286,Hazrat_nizamuddin_secunderabad_duronto_express,NZM,15:50:00,SC,14:00:00,1660,22,10,1,0,0,1,1,1,12285,SF,330
12287,Kochuveli_dehradun_weekly_express,KCVL,8:50:00,DDN,18:00:00,3459,57,10,1,0,0,0,0,1,12288,SF,398
12288,Dehradun_kochuveli_sf_express,DDN,6:00:00,KCVL,15:30:00,3459,57,30,1,0,0,0,0,1,12287,SF,362
12289,Mumbai_cstm_nagpur_duronto_express,CSTM,20:15:00,NGP,7:15:00,838,11,0,1,0,0,1,1,1,12290,SF,358
12290,Nagpur_mumbai_cst_duronto_express,NGP,20:50:00,CSTM,7:50:00,838,11,0,1,0,0,1,1,1,12289,SF,337
12291,Yesvantpur_chennai_sf_exp,YPR,22:45:00,MAS,5:15:00,370,6,30,1,0,0,0,1,1,12292,MAIL,465
12292,Chennai_yesvantpur_sf_exp,MAS,23:30:00,YPR,6:10:00,370,6,40,1,0,0,0,1,1,12291,SF,397
12295,Bangalore_patliputra_sanghamitra_sf_exp,SBC,9:00:00,PPTA,9:20:00,2729,48,20,1,0,0,0,1,1,12296,SF,409
12296,Patliputra_bangalore_sanghamitra_sf_exp,PPTA,19:55:00,SBC,20:40:00,2729,48,45,1,0,0,0,1,1,12295,GR,478
12301,Howrah_new_delhi_rajdhani_express,HWH,16:55:00,NDLS,9:55:00,1447,17,0,0,0,0,1,1,1,12302,SF,318
12302,New_delhi_howrah_rajdhani_express,NDLS,17:00:00,HWH,9:55:00,1447,16,55,0,0,0,1,1,1,12301,SF,402
12303,Poorva_express,HWH,8:10:00,NDLS,7:20:00,1530,23,10,1,0,0,1,1,1,12304,SF,376
12304,Poorva_express,NDLS,16:20:00,HWH,16:45:00,1530,24,25,1,0,0,1,1,1,12303,SF,305
12305,Howrah_new_delhi_rajdhani_express,HWH,14:05:00,NDLS,9:55:00,1530,19,50,0,0,0,1,1,1,12304,SF,396
12306,New_delhi_howrah_rajdhani_express,NDLS,17:00:00,HWH,12:40:00,1542,19,40,0,0,0,1,1,1,12305,SF,385
12307,Howrah_jodhpur_sf_express,HWH,23:30:00,JU,6:00:00,1814,30,30,1,0,0,0,1,1,12308,SF,407
12308,Jodhpur_howrah_sf_express,JU,20:30:00,HWH,4:00:00,1814,31,30,1,0,0,0,1,1,12307,SF,315
12309,Rajendra_nagar_new_delhi_rajdhani_express,RJPB,19:00:00,NDLS,7:35:00,1001,12,35,0,0,0,1,1,1,12310,SF,489
12310,New_delhi_rajendra_nagar_rajdhani_express,NDLS,17:10:00,RJPB,6:00:00,1001,12,50,0,0,0,1,1,1,12309,EXP,461
12311,Kalka_mail,HWH,19:40:00,KLK,4:30:00,1743,32,50,1,0,0,1,1,1,12312,EXP,406
12312,Kalka_mail,KLK,23:55:00,HWH,7:30:00,1743,31,35,1,0,0,1,1,1,12311,PASS,327
12313,Kol_sealdah_new_delhi_rajdhani_exp,SDAH,16:50:00,NDLS,10:20:00,1454,17,30,0,0,0,1,1,1,12314,PASS,475
12314,New_delhi_kol_sealdah_rajdhani_exp,NDLS,16:30:00,SDAH,10:15:00,1454,17,45,0,0,0,1,1,1,12313,PASS,478
12315,Ananya_express,SDAH,13:10:00,UDZ,3:00:00,2141,37,50,1,0,0,0,1,1,12316,DRNT,456
12316,Ananya_express,UDZ,0:30:00,SDAH,15:10:00,2141,38,40,1,0,0,0,1,1,12315,SF,363
12317,Kolkata_sealdah_amritsar_akal_takht_exp,SDAH,7:40:00,ASR,16:50:00,1898,33,10,1,0,0,0,1,1,12318,SF,406
12318,Akal_takht_express,ASR,6:05:00,SDAH,15:10:00,1898,33,5,1,0,0,0,1,1,12317,SF,395
12319,Kolkata_chitpur_agra_cantt_sf_exp,KOAA,13:10:00,AGC,12:00:00,1405,22,50,1,0,0,0,1,1,12320,SF,491
12320,Agra_cantt_kolkata_chitpur_sf_exp,AGC,17:00:00,KOAA,17:20:00,1405,24,20,1,0,0,0,1,1,12319,SF,405
12321,Howrah_mumbai_cst_mail_(via_allahabad),HWH,22:00:00,CSTM,11:25:00,2177,37,25,1,0,0,1,1,1,12322,SF,459
12322,Mumbai_cst_howrah_mail_(via_allahabad),CSTM,21:25:00,HWH,11:45:00,2177,38,20,1,0,0,1,1,1,12321,SF,427
12323,Howrah_newdelhi_sf_express,HWH,18:45:00,NDLS,17:00:00,1447,22,15,1,0,0,0,1,1,12324,SF,416
12324,New_delhi_howrah_sf_express,NDLS,7:10:00,HWH,6:00:00,1447,22,50,1,0,0,0,1,1,12323,SF,500
12325,Kolkata_chitpur_nangal_dam_gurumukhi_exp,KOAA,7:40:00,NLDM,15:40:00,1803,32,0,1,0,0,0,1,1,12326,SF,306
12326,Nangal_dam_kolkata_chitpur_gurumukhi_exp,NLDM,7:00:00,KOAA,15:15:00,1803,32,15,1,0,0,0,1,1,12325,SF,382
12327,Upasana_express,HWH,13:10:00,DDN,18:00:00,1587,28,50,1,0,0,0,1,1,12328,SF,388
12328,Upasana_express,DDN,22:25:00,HWH,3:15:00,1587,28,50,1,0,0,0,1,1,12327,SF,454
12329,West_bengal_sampark_kranti,SDAH,13:10:00,DLI,11:55:00,1448,22,45,1,0,0,0,1,1,12330,GR,455
12330,West_bengal_sampark_kranti_express,DLI,19:10:00,SDAH,17:25:00,1448,22,15,1,0,0,0,1,1,12329,SF,303
12331,Himgiri_express,HWH,23:55:00,JAT,12:20:00,2021,36,25,1,0,0,0,1,1,12332,SF,474
12332,Himgiri_express,JAT,22:45:00,HWH,11:15:00,2021,36,30,1,0,0,0,1,1,12331,SF,307
12333,Vibhuti_express,HWH,20:00:00,ALY,12:15:00,882,16,15,1,0,0,0,1,1,12334,JSHTB,400
12334,Vibhuti_express,ALY,15:40:00,HWH,7:55:00,882,16,15,1,0,0,0,1,1,12333,JSHTB,323
12335,Bhagalpur_mumbai_ltt_sf_exp,BGP,9:00:00,LTT,20:00:00,1917,35,0,1,0,0,0,1,1,12336,SF,428
12336,Mumbai_ltt_bhagalpur_sf_exp,LTT,8:05:00,BGP,18:30:00,1917,34,25,1,0,0,0,1,1,12335,SF,315
12337,Shantiniketan_express,HWH,10:10:00,BHP,12:25:00,146,2,15,0,1,0,0,0,0,12338,SF,449
12338,Shantiniketan_express,BHP,13:10:00,HWH,15:40:00,146,2,30,0,1,0,0,0,0,12337,SF,320
12339,Coalfield_express,HWH,17:20:00,DHN,21:40:00,259,4,20,0,1,0,0,0,0,12340,SF,307
12340,Coalfield_express,DHN,5:55:00,HWH,10:25:00,259,4,30,0,1,0,0,0,0,12339,SF,302
12341,Agniveena_express,HWH,18:20:00,ASN,21:40:00,200,3,20,0,1,0,0,0,0,12342,SF,302
12342,Agniveena_express,ASN,5:30:00,HWH,8:45:00,200,3,15,0,1,0,0,0,0,12341,SF,353
12343,Darjeeling_mail,SDAH,22:05:00,NJP,8:00:00,567,9,55,1,0,0,1,1,1,,SF,377
12344,Darjeeling_mail,HDB,16:45:00,SDAH,6:00:00,624,13,15,1,0,0,1,1,1,12343-Slip,SF,343
12345,Howrah_guwahati_saraighat_sf_exp,HWH,15:50:00,GHY,9:30:00,1020,17,40,1,0,0,1,1,1,12346,SF,345
12346,Guwahati_howrah_saraighat_sf_exp,GHY,12:45:00,HWH,5:10:00,1020,16,25,1,0,0,1,1,1,12345,SF,453
12347,Howrah_rampur_hat_sf_express,HWH,12:00:00,RPH,15:35:00,207,3,35,0,1,0,0,0,0,12348,SF,422
12348,Rampur_hat_howrah_sf_express,RPH,16:35:00,HWH,20:15:00,207,3,40,0,1,0,0,0,0,12347,SF,357
12349,Bhagalpur_newdelhi_weekly_sf_express,BGP,17:30:00,NDLS,13:00:00,1220,19,30,1,0,0,0,0,1,12350,SF,434
12350,Newdelhi_bhagalpur_weekly_sf_express,NDLS,23:45:00,BGP,20:00:00,1220,20,15,1,0,0,0,0,1,12349,SF,421
12351,Howrah_danapur_express,HWH,20:35:00,DNR,6:40:00,541,10,5,1,0,0,1,1,1,12352,SF,408
12352,Danapur_howrah_express,DNR,20:35:00,HWH,6:35:00,541,10,0,1,0,0,1,1,1,12351,SF,399
12355,Archana_express,RJPB,7:05:00,JAT,10:25:00,1510,27,20,1,0,0,0,1,1,12356,RAJ,322
12356,Archana_express,JAT,20:15:00,RJPB,23:05:00,1510,26,50,1,0,0,0,1,1,12355,SF,485
12357,Kolkata_chitpur_amritsar_durgiana_sf_exp,KOAA,12:30:00,ASR,16:50:00,1812,28,20,1,0,0,0,1,1,12358,SF,430
12358,Amritsar_kolkata_chitpur_durgiana_sf_exp,ASR,6:05:00,KOAA,11:05:00,1812,29,0,1,0,0,0,1,1,12357,RAJ,370
12359,Kolkata_chitpur_patna_garib_rath_exp,KOAA,20:00:00,PNBE,5:30:00,534,9,30,0,0,0,0,0,1,12360,RAJ,441
12360,Kolkata_chitpur_patna_garib_rath_exp,PNBE,20:10:00,KOAA,5:15:00,534,9,5,0,0,0,0,0,1,12359,RAJ,339
12361,Asansol_mumbai_cst_sf_exp,ASN,19:45:00,CSTM,6:25:00,2043,34,40,1,0,0,0,1,1,12362,RAJ,416
12362,Mumbai_cst_asansol_sf_exp,CSTM,11:05:00,ASN,23:15:00,2043,36,10,1,0,0,0,1,1,12361,RAJ,410
12363,Kolkata_chitpur_haldibari_sf_intercity_exp,KOAA,9:05:00,HDB,20:25:00,620,11,20,0,1,0,0,0,0,12364,RAJ,471
12364,Haldibari_kolkata_chitpur_sf_intercity_exp,HDB,8:35:00,KOAA,19:40:00,620,11,5,0,1,0,0,0,0,12363,MEMU,384
12365,Patna_ranchi_jan_shatabdi_express,PNBE,6:15:00,RNC,13:55:00,411,7,40,0,1,0,0,0,0,12366,SF,455
12366,Ranchi_patna_jan_shatabdi_express,RNC,14:25:00,PNBE,22:15:00,411,7,50,0,1,0,0,0,0,12365,SF,388
12367,Vikramshila_express,BGP,11:15:00,ANVT,7:40:00,1206,20,25,1,0,0,1,1,1,12368,SF,470
12368,Vikramshila_express,ANVT,14:40:00,BGP,12:25:00,1206,21,45,1,0,0,1,1,1,12367,SF,490
12369,Kumbh_express,HWH,13:10:00,HW,16:15:00,1536,27,5,1,0,0,0,1,1,12370,SF,327
12370,Kumbh_express,HW,23:55:00,HWH,3:15:00,1536,27,20,1,0,0,0,1,1,12369,SF,337
12373,Sealdah_rampurhat_intercity_sf_exp,SDAH,,RPH,,,,,0,0,0,0,0,0,12374,SF,376
12374,Rampurhat_sealdah_intercity_sf_exp,RPH,,SDAH,,,,,0,0,0,0,0,0,12373,SF,391
12377,Padatik_express,SDAH,22:55:00,NJP,9:05:00,567,10,10,1,0,0,1,1,1,12378,SF,488
12378,Padatik_express,NJP,21:00:00,SDAH,6:45:00,567,9,45,1,0,0,1,1,1,12377,SF,467
12379,Sealdah_amritsar_superfast_express,SDAH,13:10:00,ASR,19:40:00,1894,30,30,1,0,0,0,1,1,12380,RAJ,322
12380,Amritsar_sealdah_superfast_express,ASR,10:50:00,SDAH,17:25:00,1894,30,35,1,0,0,0,1,1,12379,RAJ,456
12381,Poorva_express,HWH,8:20:00,NDLS,7:20:00,1446,23,0,1,0,0,1,1,1,12382,RAJ,327
12382,Poorva_express,NDLS,16:20:00,HWH,16:45:00,1446,24,25,1,0,0,1,1,1,12381,RAJ,345
12383,Howrah_dhanbad_ac_dd_express,HWH,15:20:00,DHN,19:40:00,259,4,20,0,1,0,0,0,0,12384,RAJ,442
12384,Dhanbad_howrah_ac_dd_express,DHN,5:00:00,HWH,9:15:00,259,4,15,0,1,0,0,0,0,12383,RAJ,401
12389,Gaya_chennai_egmore_sf_exp,GAYA,5:45:00,MS,20:45:00,2346,39,0,1,0,0,0,1,1,12390,RAJ,414
12390,Chennai_egmore_gaya_sf_exp,MS,7:30:00,GAYA,21:40:00,2346,38,10,1,0,0,0,1,1,12389,RAJ,372
12391,Shramjeevi_express,RGD,8:10:00,NDLS,5:10:00,1103,21,0,1,0,0,1,1,1,12392,RAJ,487
12392,Shramjeevi_express,NDLS,13:15:00,RGD,10:10:00,1103,20,55,1,0,0,1,1,1,12391,RAJ,468
12393,Sampoorna_kranti_express,RJPB,17:35:00,NDLS,8:35:00,1001,15,0,1,0,0,1,1,1,12394,SKR,324
12394,Sampoorna_kranti_express,NDLS,17:30:00,RJPB,7:35:00,1001,14,5,1,0,0,1,1,1,12393,SKR,391
12395,Rajendranagar_ajmer_ibadat_express,RJPB,18:45:00,AII,15:20:00,1305,20,35,1,0,0,0,1,1,12396,SKR,395
12396,Ajmer_rajendranagar_ziyarat_express,AII,23:55:00,RJPB,23:05:00,1305,23,10,1,0,0,0,1,1,12395,SKR,470
12397,Mahabodhi_express,GAYA,14:30:00,NDLS,5:00:00,990,14,30,1,0,0,0,1,1,12398,SF,435
12398,Mahabodhi_express,NDLS,14:10:00,GAYA,5:50:00,990,15,40,1,0,0,0,1,1,12397,SF,443
12401,Magadh_express,IPR,16:10:00,NDLS,11:45:00,1063,19,35,1,0,0,1,1,1,12402,SF,368
12402,Magadh_express,NDLS,20:10:00,IPR,13:55:00,1063,17,45,1,0,0,1,1,1,12401,SF,454
12403,Allahabad_mathura_sf_express,ALD,23:30:00,MTJ,8:20:00,507,8,50,1,0,0,1,1,1,12404,SF,406
12404,Mathura_allahabad_sf_express,MTJ,20:20:00,ALD,5:00:00,507,8,40,1,0,0,1,1,1,12403,SF,301
12405,Gondwana_express,BSL,5:40:00,NZM,7:25:00,1476,25,45,1,0,0,0,1,1,12406,SF,457
12406,H.nizamuddin_bhusaval_gondwana_express,NZM,15:25:00,BSL,15:50:00,1476,24,25,1,0,0,0,1,1,12405,SF,334
12407,New_jalpaiguri_amritsar_karmabhoomi_exp,NJP,8:15:00,ASR,17:25:00,1823,33,10,0,0,0,0,0,0,12408,SF,490
12408,Amritsar_new_jalpaiguri_karmabhoomi_exp,ASR,9:30:00,NJP,18:35:00,1834,33,5,0,0,0,0,0,0,12407,SF,416
12409,Gondwana_express,RIG,3:30:00,NZM,7:25:00,1626,27,55,1,0,0,0,1,1,12410,SF,452
12410,Gondwana_express,NZM,15:25:00,RIG,19:05:00,1626,27,40,1,0,0,0,1,1,12409,SF,489
12411,Chandigarh_amritsar_intercity_sf_exp,CDG,15:55:00,ASR,7:25:00,909,15,30,1,0,0,1,1,1,12412,SF,444
12412,Amritsar_chandigarh_intercity_sf_exp,ASR,15:25:00,CDG,7:15:00,909,15,50,1,0,0,1,1,1,12411,SF,396
12413,Pooja_express,AII,14:15:00,JAT,8:05:00,1017,17,50,1,0,0,1,1,1,12414,SF,356
12414,Pooja_express,JAT,18:15:00,AII,12:15:00,1017,18,0,1,0,0,1,1,1,12413,SF,484
12415,Indore_nizamuddin_express,INDB,16:20:00,NZM,5:40:00,817,13,20,1,0,0,1,1,1,12416,SF,397
12416,Nizamuddin_indore_express,NZM,22:15:00,INDB,11:55:00,817,13,40,1,0,0,1,1,1,12415,SF,402
12417,Prayagraj_express,ALD,21:30:00,NDLS,6:55:00,634,9,25,1,0,0,1,1,1,12418,SF,438
12418,Prayagraj_express,NDLS,21:25:00,ALD,6:45:00,634,9,20,1,0,0,1,1,1,12417,SF,441
12419,Gomti_express,LKO,5:25:00,NDLS,14:00:00,511,8,35,0,1,0,1,1,0,12420,EXP,467
12420,Gomti_express,NDLS,12:40:00,LKO,21:25:00,511,8,45,0,1,0,1,1,0,12419,SF,380
12423,Dibrugarh_town_new_delhi_rajdhani_exp,DBRT,20:15:00,NDLS,10:10:00,2443,37,55,0,0,0,1,1,1,12424,PASS,445
12424,New_delhi_dibrugarh_town_rajdhani_exp,NDLS,14:00:00,DBRT,5:00:00,2443,39,0,0,0,0,1,1,1,12423,SKR,355
12425,Jammu_rajdhani_express,NDLS,20:40:00,JAT,5:40:00,577,9,0,0,0,0,1,1,1,12426,SKR,308
12426,Jammu_rajdhani_express,JAT,19:45:00,NDLS,5:00:00,577,9,15,0,0,0,1,1,1,12425,SF,395
12427,Rewa_delhi_anand_vihar_sf_exp,REWA,16:00:00,ANVT,6:45:00,860,14,45,1,0,0,0,1,1,12428,SF,486
12428,Delhi_anand_vihar_rewa_sf_exp,ANVT,23:55:00,REWA,14:15:00,860,14,20,1,0,0,0,1,1,12427,RAJ,413
12429,Bangalore_hazrat_nizamuddin_rajdhani_express,SBC,20:20:00,NZM,5:50:00,2365,33,30,0,0,0,1,1,1,12430,RAJ,384
12430,Delhi_h_nizamuddin_bangalore_rajdhani_express,NZM,20:50:00,SBC,6:40:00,2382,33,50,0,0,0,1,1,1,12429,SF,420
12431,Trivandrum_delhi_h_nizamuddin_rajdhani_exp,TVC,19:15:00,NZM,12:40:00,3149,41,25,0,0,0,1,1,1,12432,SF,408
12432,Delhi_h_nizamuddin_trivandrum_rajdhani_exp,NZM,11:00:00,TVC,5:05:00,3149,42,5,0,0,0,1,1,1,12431,SF,413
12433,Chennai_central_delhi_h.nizamuddin_rajdhani_expres,MAS,6:10:00,NZM,10:20:00,2176,28,10,0,0,0,1,1,1,12434,SF,443
12434,Delhi_h.nizamuddin_chennai_central_rajdhani_expres,NZM,16:00:00,MAS,20:15:00,2176,28,15,0,0,0,1,1,1,12433,SKR,485
12435,Dibrugarh_town_new_delhi_rajdhani_exp,DBRT,19:00:00,NDLS,13:45:00,2463,42,45,0,0,0,1,1,1,12436,SF,394
12436,New_delhi_dibrugarh_town_rajdhani_exp,NDLS,9:30:00,DBRT,6:25:00,2463,44,55,0,0,0,1,1,1,12435,SF,303
12437,Secunderabad_rajdhani_express,SC,12:45:00,NZM,10:20:00,1660,21,35,0,0,0,1,1,1,12438,SF,326
12438,Secunderabad_rajdhani_express,NZM,16:00:00,SC,14:00:00,1660,22,0,0,0,0,1,1,1,12437,SF,378
12439,Ranchi_new_delhi_rajdhani_exp,RNC,17:55:00,NDLS,10:50:00,1306,16,55,0,0,0,1,1,1,12440,SF,383
12440,New_delhi_ranchi_rajdhani_exp,NDLS,16:10:00,RNC,9:10:00,1306,17,0,0,0,0,1,1,1,12439,SF,438
12441,Bilaspur_new_delhi_rajdhani_express,BSP,14:00:00,NDLS,10:45:00,1501,20,45,0,0,0,1,1,1,12442,SF,309
12442,Bilaspur_rajdhani_express,NDLS,15:45:00,BSP,12:00:00,1501,20,15,0,0,0,1,1,1,12441,SF,472
12445,Uttar_sampark_kranti_express,NDLS,20:50:00,UHP,8:05:00,630,11,15,1,0,0,1,1,1,12446,SF,466
12446,Uttar_sampark_kranti_express,UHP,19:05:00,NDLS,6:10:00,630,11,5,1,0,0,1,1,1,12445,SF,439
12447,Up_sampark_kranti_express,MKP,17:05:00,NZM,5:30:00,695,12,25,1,0,0,1,1,1,12448,RAJ,341
12448,Up_sampark_kranti_express,NZM,20:15:00,MKP,8:35:00,695,12,20,1,0,0,1,1,1,12447,RAJ,392
12449,Madgaon_chandigarh_goa_sampark_kranti_exp,MAO,11:20:00,CDG,16:50:00,2094,29,30,1,0,0,1,1,1,12450,SKR,344
12450,Chandigarh_madgaon_goa_sampark_kranti_exp,CDG,7:25:00,MAO,13:15:00,2094,29,50,1,0,0,1,1,1,12449,SKR,495
12451,Shram_shakti_express,CNB,23:45:00,NDLS,6:20:00,440,6,35,1,0,0,1,1,1,12452,SF,332
12452,Shram_shakti_express,NDLS,23:40:00,CNB,5:55:00,440,6,15,1,0,0,1,1,1,12451,SF,461
12453,Ranchi_new_delhi_rajdhani_express,RNC,17:10:00,NDLS,10:50:00,1341,17,40,0,0,0,1,1,1,12454,SF,313
12454,New_delhi_ranchi_rajdhani_express,NDLS,16:10:00,RNC,10:40:00,1341,18,30,0,0,0,1,1,1,12453,SF,418
12455,Delhisarairohilla_shriganganagar_ac_sf_express,DEE,22:50:00,SGNR,7:40:00,486,8,50,0,0,0,1,1,1,12456,SF,500
12456,Shriganganagar_delhisarairohilla_ac_sf_express,SGNR,22:00:00,DEE,6:35:00,486,8,35,0,0,0,1,1,1,12455,SF,491
12457,Delhi_sarairohilla_bikaner_express,DEE,23:35:00,BKN,7:45:00,458,8,10,1,0,0,0,1,1,12458,SF,497
12458,Bikaner_delhisarairohiilla_express,BKN,22:40:00,DEE,6:20:00,458,7,40,1,0,0,0,1,1,12457,SF,386
12459,Newdelhi_amritsar_sf_intercity,NDLS,13:35:00,ASR,21:35:00,448,8,0,0,1,0,0,0,0,12460,SF,490
12460,Amritsar_new_delhi_intercity_express,ASR,6:25:00,NDLS,14:20:00,448,7,55,0,1,0,0,0,0,12459,SF,479
12461,Mandore_express,DLI,20:55:00,JU,7:30:00,620,10,35,1,0,0,1,1,1,12462,GR,363
12462,Mandore_express,JU,20:00:00,DLI,6:25:00,620,10,25,1,0,0,1,1,1,12461,GR,421
12463,Rajasthan_sampark_kranti_express,DEE,22:25:00,JU,8:15:00,616,9,50,1,0,0,1,1,1,12464,SF,375
12464,Rajasthan_sampark_kranti_express,JU,19:00:00,DEE,5:35:00,616,10,35,1,0,0,1,1,0,12463,SF,435
12465,Indore_jodhpur_ranthambhore_express,INDB,6:20:00,JU,22:00:00,911,15,40,1,1,0,0,0,1,12466,SF,473
12466,Jodhpur_indore_ranthambhore_intercity_express,JU,5:55:00,INDB,22:25:00,911,16,30,1,1,0,0,0,1,12465,SF,452
12467,Bikaner_jaipur_intercity,BKN,6:15:00,JP,12:55:00,382,6,40,0,0,0,0,0,0,12468,SF,499
12468,Jaipur_bikaner_intercity_express,JP,15:00:00,BKN,21:40:00,382,6,40,0,0,0,0,0,0,12467,SF,431
12469,Kanpur_jammu_express,CNB,17:05:00,JAT,11:50:00,1026,18,45,1,0,0,0,0,1,12470,SF,329
12470,Jammu_kanpur_express,JAT,20:15:00,CNB,14:50:00,1026,18,35,1,0,0,0,0,1,12469,SF,383
12471,Mumbai_bandra_(t.)_jammu_tawi_sf_swaraj_express,BDTS,7:55:00,JAT,14:45:00,1950,30,50,1,0,0,0,1,1,12472,SF,450
12472,Jammu_tawi_mumbai_bandra_(t.)_sf_swaraj_express,JAT,11:15:00,BDTS,18:05:00,1950,30,50,1,0,0,0,1,1,12471,SF,428
12473,Sarvodaya_sf_express,ADI,11:35:00,JAT,14:45:00,1669,27,10,1,0,0,0,1,1,12474,MEMU,446
12474,Sarvodaya_sf_express,JAT,11:15:00,ADI,14:10:00,1669,26,55,1,0,0,0,1,1,12473,SF,429
12475,Hapa_jammu_tawi_sarvodaya_sf_express,HAPA,5:20:00,JAT,14:45:00,1992,33,25,1,0,0,0,1,1,12476,SF,486
12476,Jammu_tawi_hapa_sarvodaya_sf_express,JAT,11:15:00,HAPA,20:45:00,1992,33,30,1,0,0,0,1,1,12475,SF,459
12477,Jamnagar_jammu_tawi_sf_sindhu_express,JAM,5:05:00,JAT,14:45:00,2000,33,40,1,0,0,0,1,1,12478,SF,310
12478,Jammu_tawi_jamnagar_(weekly)_sindhu_sf_express,JAT,11:15:00,JAM,21:00:00,2000,33,45,1,0,0,0,1,1,12477,SF,307
12479,Jodhpur_mumbai_bandra_suryanagari_sf_exp,JU,18:45:00,BDTS,11:45:00,935,17,0,1,0,0,0,1,1,12480,SF,317
12480,Mumbai_bandra_jodhpur_suryanagari_sf_exp,BDTS,13:30:00,JU,6:30:00,935,17,0,1,0,0,0,1,1,12479,SF,452
12481,Delhi_sriganganagar_intercity,DLI,13:10:00,SGNR,20:40:00,424,7,30,0,1,0,0,0,0,12482,GR,452
12482,Sriganganagar_delhi_intercity_express,SGNR,5:55:00,DLI,13:40:00,424,7,45,0,1,0,0,0,0,12481,GR,369
12483,Kochuveli_amritsar_sf_exp,KCVL,9:10:00,ASR,19:40:00,3597,58,30,1,0,0,0,1,1,12484,SF,432
12484,Amritsar_kochuveli_sf_exp,ASR,6:05:00,KCVL,15:30:00,3597,57,25,1,0,0,0,1,1,12483,SF,422
12485,H_s_nanded_shri_ganganagar_exp,NED,23:30:00,SGNR,10:55:00,1965,35,25,1,0,0,0,0,1,12486,SF,334
12486,Shri_ganganagar_h_s_nanded_exp,SGNR,14:30:00,NED,23:45:00,1965,33,15,1,0,0,0,0,1,12485,SF,456
12487,Seemanchal_express,JBN,20:30:00,ANVT,20:50:00,1383,24,20,1,0,0,0,1,1,12488,SF,401
12488,Seemanchal_express,ANVT,7:40:00,JBN,8:05:00,1383,24,25,1,0,0,0,1,1,12487,SF,478
12489,Bikaner_dadar_express,BKN,13:50:00,DDR,12:15:00,1245,22,25,1,0,0,0,1,1,12490,SF,369
12490,Dadar_bikaner_express,DDR,14:35:00,BKN,13:10:00,1245,22,35,1,0,0,0,1,1,12489,SF,359
12491,Barauni_jammu_tawi_maur_dhwaj_express,BJU,7:00:00,JAT,11:50:00,1510,28,50,1,0,0,0,0,1,12492,SF,313
12492,Jammu_tawi_barauni_maur_dhwaj_express,JAT,20:15:00,BJU,0:30:00,1510,28,15,1,0,0,0,0,1,12491,SF,492
12493,Bangalore_hazrat_nizammudin_rajdhani_express,SBC,20:20:00,NZM,5:50:00,2294,33,30,0,0,0,1,1,1,12494,SF,438
12494,Hazrat_nizamuddin_bangalore_rajdhani_express,NZM,20:50:00,SBC,6:40:00,2383,33,50,0,0,0,1,1,1,12493,SF,330
12495,Bikaner_kolkata_chitpur_pratap_exp,BKN,5:30:00,KOAA,13:15:00,1873,31,45,1,0,0,0,1,1,12496,SF,351
12496,Kolkata_chitpur_bikaner_pratap_exp,KOAA,22:40:00,BKN,5:40:00,1885,31,0,1,0,0,0,1,1,12495,SF,399
12497,Shan_e_punjab_express,NDLS,6:40:00,ASR,14:15:00,448,7,35,0,1,0,0,0,0,12498,SF,480
12498,Shan_e_punjab_express,ASR,15:10:00,NDLS,22:45:00,448,7,35,0,1,0,0,0,0,12497,SF,353
12501,Guwahati_new_delhi_poorvottar_sampark_kranti_exp,GHY,6:00:00,NDLS,13:00:00,1974,31,0,1,0,0,1,1,1,12502,SF,377
12502,New_delhi_guwahati_poorvottar_sampark_kranti_exp,NDLS,23:45:00,SCL,8:15:00,1974,32,30,1,0,0,1,1,1,12501,GR,466
12505,Guwahati_delhi_anand_vihar_north_east_exp,GHY,9:45:00,ANVT,19:15:00,1866,33,30,1,0,0,0,1,1,12506,GR,500
12506,Delhi_anand_vihar_guwahati_north_east_exp,ANVT,6:50:00,GHY,16:40:00,1867,33,50,1,0,0,0,1,1,12505,SF,332
12507,Trivandrum_guwahati_sf_exp,TVC,21:05:00,GHY,7:55:00,3331,58,50,1,0,0,0,1,1,12508,SF,379
12508,Guwahati_trivandrum_sf_exp,GHY,6:30:00,TVC,18:15:00,3332,59,45,1,0,0,0,1,1,12507,SF,375
12509,Bengaluru_guwahati_(kaziranga)_sf_express,BNC,23:30:00,GHY,5:50:00,2992,54,20,1,0,0,0,1,1,12510,SF,496
